raisedAmount,supporters,timestamp
7000932.0,6589,2023-11-05 15:00:04
5540908.0,5191,2023-10-12 12:50:04
8664851.0,8431,2023-11-11 09:59:04
5639115.0,5285,2023-10-14 13:30:05
5985736.0,5650,2023-10-24 22:17:05
6079576.0,5728,2023-10-26 07:25:04
7140270.0,6773,2023-11-06 19:56:05
5553561.0,5201,2023-10-12 15:05:03
7599781.0,7175,2023-11-08 16:10:05
7733110.0,7325,2023-11-09 10:37:06
6495090.0,6209,2023-10-30 17:46:05
5732700.0,5384,2023-10-16 23:09:04
7203782.0,6842,2023-11-07 09:58:05
6352728.0,6038,2023-10-29 16:00:04
7546550.0,7117,2023-11-08 12:12:06
6076337.0,5723,2023-10-26 04:20:04
5760360.0,5423,2023-10-17 21:59:03
5481749.0,5142,2023-10-11 12:23:05
6854295.0,6428,2023-11-03 16:11:05
6141264.0,5794,2023-10-27 11:45:04
6379602.0,6073,2023-10-29 18:48:04
4741637.0,4510,2023-10-08 21:17:03
7024070.0,6623,2023-11-05 21:46:05
5416221.0,5063,2023-10-10 17:34:04
6095658.0,5750,2023-10-26 15:17:04
7050086.0,6653,2023-11-06 09:33:06
5497926.0,5163,2023-10-11 18:19:04
5812795.0,5484,2023-10-19 17:17:05
5760360.0,5423,2023-10-17 22:03:04
5675196.0,5324,2023-10-15 18:15:03
3851680.0,3522,2023-10-07 23:00:04
6693797.0,6306,2023-11-01 19:36:05
8557791.0,8319,2023-11-10 23:29:05
6881968.0,6462,2023-11-04 05:03:04
6498334.0,6211,2023-10-30 19:20:05
5135367.0,5017,2023-10-09 22:28:04
6254016.0,5932,2023-10-28 16:56:04
6530485.0,6255,2023-10-31 19:47:05
6821118.0,6395,2023-11-03 10:16:05
5866294.0,5537,2023-10-20 19:20:03
6904375.0,6483,2023-11-04 12:25:05
8662846.0,8431,2023-11-11 06:56:05
5614125.0,5255,2023-10-13 16:09:03
6089168.0,5742,2023-10-26 12:37:05
8665309.0,8432,2023-11-11 01:47:04
6876210.0,6458,2023-11-03 23:55:05
6523974.0,6249,2023-10-31 17:10:06
5888146.0,5556,2023-10-21 17:19:04
6775738.0,6354,2023-11-02 16:18:05
6708525.0,6313,2023-11-01 21:21:05
8084699.0,7779,2023-11-10 15:00:05
7545470.0,7117,2023-11-08 12:08:05
5890849.0,5560,2023-10-21 20:16:04
5868768.0,5539,2023-10-20 21:36:04
5143924.0,5026,2023-10-10 04:04:03
5753903.0,5412,2023-10-17 17:46:04
5634753.0,5282,2023-10-14 12:14:03
5143924.0,5026,2023-10-10 03:47:04
6514225.0,6236,2023-10-31 10:00:06
6198666.0,5870,2023-10-28 01:19:04
7182284.0,6823,2023-11-07 05:07:05
5594859.0,5233,2023-10-13 10:23:04
6562205.0,6288,2023-11-01 14:30:07
7542843.0,7116,2023-11-08 11:50:04
7742855.0,7339,2023-11-09 11:36:04
7251486.0,6913,2023-11-07 16:47:05
6499582.0,6215,2023-10-30 20:05:05
5884470.0,5554,2023-10-21 14:23:04
5955179.0,5622,2023-10-24 09:43:05
6499503.0,6214,2023-10-30 19:51:05
6995353.0,6581,2023-11-05 14:14:04
5704700.0,5362,2023-10-16 16:12:03
5661718.0,5306,2023-10-14 23:10:04
5980741.0,5646,2023-10-24 19:43:04
5805938.0,5473,2023-10-19 11:36:05
6917024.0,6496,2023-11-04 15:24:05
5675196.0,5324,2023-10-15 17:48:04
5843569.0,5514,2023-10-20 13:07:04
5646407.0,5293,2023-10-14 15:33:04
5504094.0,5169,2023-10-11 20:13:03
6723550.0,6320,2023-11-01 23:20:05
6151906.0,5809,2023-10-27 14:42:08
5488571.0,5153,2023-10-11 15:07:05
8663922.0,8431,2023-11-11 11:45:05
5616040.0,5258,2023-10-13 16:58:04
6562027.0,6288,2023-11-01 14:17:07
7197733.0,6834,2023-11-07 09:12:05
7765602.0,7366,2023-11-09 13:56:05
6782279.0,6358,2023-11-02 17:05:04
6662409.0,6296,2023-11-01 16:25:05
5153860.0,5039,2023-10-10 11:09:04
7002214.0,6594,2023-11-05 15:43:05
6881510.0,6462,2023-11-04 04:38:04
6398894.0,6100,2023-10-29 20:16:04
5154149.0,5039,2023-10-10 11:27:04
6692324.0,6306,2023-11-01 18:59:05
5804646.0,5472,2023-10-19 10:20:04
6882400.0,6464,2023-11-04 07:02:04
5598696.0,5239,2023-10-13 11:01:04
4834702.0,4635,2023-10-08 22:20:04
5477076.0,5130,2023-10-11 10:05:04
5668858.0,5315,2023-10-15 12:03:04
6707740.0,6313,2023-11-01 20:52:06
5833295.0,5509,2023-10-20 10:55:06
6080731.0,5729,2023-10-26 08:35:04
8662846.0,8431,2023-11-11 05:54:04
7045705.0,6648,2023-11-06 08:50:04
6722013.0,6319,2023-11-01 22:53:04
6201081.0,5874,2023-10-28 03:40:04
7856824.0,7497,2023-11-09 20:37:05
5877709.0,5549,2023-10-21 10:51:03
5818952.0,5495,2023-10-19 22:37:04
5949674.0,5619,2023-10-23 22:50:04
5709063.0,5366,2023-10-16 17:55:04
6495804.0,6209,2023-10-30 18:21:05
7855241.0,7494,2023-11-09 20:32:04
5815153.0,5486,2023-10-19 18:23:05
6978227.0,6565,2023-11-05 11:41:04
7201711.0,6838,2023-11-07 09:41:05
6989289.0,6573,2023-11-05 13:02:04
5965360.0,5632,2023-10-24 13:48:04
6369402.0,6062,2023-10-29 17:57:04
6080731.0,5729,2023-10-26 08:27:04
5779563.0,5444,2023-10-18 13:37:04
6103833.0,5759,2023-10-26 17:23:04
6923194.0,6505,2023-11-04 16:32:05
7022036.0,6619,2023-11-05 20:26:04
6749807.0,6332,2023-11-02 11:22:05
8662846.0,8431,2023-11-11 03:05:04
7279883.0,6948,2023-11-07 20:12:06
5934500.0,5606,2023-10-23 15:44:04
7770427.0,7374,2023-11-09 14:26:07
8665086.0,8433,2023-11-11 14:33:05
7182318.0,6823,2023-11-07 05:47:04
6076980.0,5724,2023-10-26 05:39:04
6278504.0,5955,2023-10-28 23:12:04
5593886.0,5232,2023-10-13 09:39:05
5712514.0,5369,2023-10-16 18:51:04
7710341.0,7302,2023-11-09 08:44:06
7720833.0,7310,2023-11-09 09:53:05
6992858.0,6577,2023-11-05 13:23:04
6751575.0,6335,2023-11-02 11:57:05
6912861.0,6493,2023-11-04 14:47:05
5879104.0,5551,2023-10-21 13:50:04
5812521.0,5483,2023-10-19 16:29:05
7455190.0,7047,2023-11-08 01:15:06
6866873.0,6442,2023-11-03 19:10:04
5923333.0,5597,2023-10-23 12:13:04
6274621.0,5951,2023-10-28 22:35:04
6149154.0,5805,2023-10-27 13:59:06
5782259.0,5447,2023-10-18 15:44:04
7664359.0,7248,2023-11-08 21:54:06
6077049.0,5724,2023-10-26 06:21:05
5804935.0,5472,2023-10-19 10:50:05
5938254.0,5608,2023-10-23 16:58:04
5417256.0,5066,2023-10-10 18:04:04
5481264.0,5141,2023-10-11 12:01:04
5956867.0,5623,2023-10-24 10:49:04
6749807.0,6332,2023-11-02 11:02:04
6281842.0,5959,2023-10-29 00:11:04
5807396.0,5475,2023-10-19 13:01:04
6164555.0,5832,2023-10-27 19:56:05
5639478.0,5287,2023-10-14 13:58:04
5755771.0,5414,2023-10-17 17:54:05
6197510.0,5870,2023-10-27 23:19:05
8662846.0,8431,2023-11-11 03:03:05
8662846.0,8431,2023-11-11 07:02:05
8129294.0,7845,2023-11-10 17:04:06
5871388.0,5542,2023-10-20 23:23:04
8664728.0,8432,2023-11-11 20:42:05
5509257.0,5175,2023-10-11 22:29:04
6495804.0,6209,2023-10-30 18:20:05
7803397.0,7414,2023-11-09 16:59:05
5941698.0,5610,2023-10-23 18:19:04
5974941.0,5642,2023-10-24 16:54:04
8662846.0,8431,2023-11-11 07:35:04
5469379.0,5122,2023-10-11 08:45:04
7008200.0,6599,2023-11-05 17:00:04
7237242.0,6886,2023-11-07 14:11:05
5922006.0,5595,2023-10-23 10:25:04
7117834.0,6739,2023-11-06 17:58:06
3856945.0,3528,2023-10-07 23:14:03
5570573.0,5213,2023-10-12 18:55:04
5879104.0,5551,2023-10-21 12:22:04
6499184.0,6213,2023-10-30 19:46:05
7033385.0,6633,2023-11-05 23:26:04
8662846.0,8431,2023-11-11 03:42:04
6452242.0,6156,2023-10-29 22:59:04
5944621.0,5612,2023-10-23 20:32:04
6211101.0,5882,2023-10-28 08:17:04
5073395.0,4933,2023-10-09 10:48:04
6377597.0,6072,2023-10-29 18:41:04
6867969.0,6444,2023-11-03 19:34:05
6790310.0,6364,2023-11-02 20:05:04
5856636.0,5527,2023-10-20 15:27:04
6761201.0,6341,2023-11-02 13:38:04
6211101.0,5882,2023-10-28 08:30:04
4572181.0,4302,2023-10-08 19:08:04
7230193.0,6877,2023-11-07 13:33:04
6503479.0,6225,2023-10-30 22:09:05
6752007.0,6336,2023-11-02 12:42:05
5447394.0,5102,2023-10-10 22:29:04
7140270.0,6773,2023-11-06 19:57:05
6154101.0,5813,2023-10-27 15:19:05
6133114.0,5788,2023-10-27 09:46:04
7034824.0,6637,2023-11-06 00:44:05
5606048.0,5245,2023-10-13 12:55:04
5857449.0,5527,2023-10-20 15:44:04
6244374.0,5922,2023-10-28 14:33:04
5841187.0,5513,2023-10-20 12:52:04
7182250.0,6823,2023-11-07 03:46:04
7280949.0,6950,2023-11-07 20:14:05
5806833.0,5474,2023-10-19 12:21:04
6497635.0,6211,2023-10-30 18:56:04
5812795.0,5484,2023-10-19 16:37:05
6697144.0,6309,2023-11-01 20:12:04
5877709.0,5549,2023-10-21 11:14:04
6341209.0,6026,2023-10-29 14:58:05
6751928.0,6336,2023-11-02 12:04:05
5888393.0,5556,2023-10-21 18:25:04
3749156.0,3406,2023-10-07 19:22:04
5888304.0,5556,2023-10-21 18:14:04
5624933.0,5275,2023-10-13 23:04:04
5729062.0,5380,2023-10-16 21:29:04
5675196.0,5324,2023-10-15 17:39:03
7514895.0,7097,2023-11-08 10:46:05
7250648.0,6912,2023-11-07 16:41:05
5724140.0,5377,2023-10-16 21:04:04
5891412.0,5561,2023-10-21 21:33:04
5804935.0,5472,2023-10-19 10:43:04
6503479.0,6225,2023-10-30 22:03:05
5833384.0,5509,2023-10-20 11:03:04
6280854.0,5958,2023-10-28 23:51:04
6782468.0,6359,2023-11-02 17:13:04
5416221.0,5063,2023-10-10 17:25:04
5579671.0,5222,2023-10-12 21:48:03
5757350.0,5419,2023-10-17 20:38:04
7569348.0,7143,2023-11-08 14:04:05
6132840.0,5787,2023-10-27 09:29:04
7538741.0,7113,2023-11-08 11:38:05
5786363.0,5453,2023-10-18 18:22:05
7368561.0,6982,2023-11-07 21:34:04
6789050.0,6362,2023-11-02 19:33:05
5469105.0,5121,2023-10-11 08:39:03
6793326.0,6366,2023-11-02 20:44:04
5487130.0,5149,2023-10-11 14:23:04
5888146.0,5556,2023-10-21 16:35:04
6080520.0,5729,2023-10-26 08:21:05
7514234.0,7096,2023-11-08 10:41:06
5989131.0,5653,2023-10-25 09:25:04
6220825.0,5894,2023-10-28 11:05:04
6938537.0,6528,2023-11-04 18:37:30
7797746.0,7411,2023-11-09 16:36:06
5661718.0,5306,2023-10-14 22:35:04
5481264.0,5141,2023-10-11 12:07:04
8536756.0,8291,2023-11-10 23:18:05
5759383.0,5420,2023-10-17 20:55:04
5545269.0,5195,2023-10-12 13:58:04
5483118.0,5144,2023-10-11 13:33:03
5661155.0,5305,2023-10-14 21:58:04
6230875.0,5907,2023-10-28 12:38:04
5013807.0,4848,2023-10-08 23:49:04
7247992.0,6907,2023-11-07 16:17:05
6749807.0,6332,2023-11-02 11:28:05
5985736.0,5650,2023-10-24 22:22:05
5947279.0,5617,2023-10-23 21:44:04
6139259.0,5793,2023-10-27 11:34:05
7632015.0,7209,2023-11-08 19:12:06
7623020.0,7201,2023-11-08 18:29:05
5615309.0,5256,2023-10-13 16:31:04
5884151.0,5554,2023-10-21 14:21:04
8026543.0,7713,2023-11-10 12:49:05
5581676.0,5223,2023-10-12 22:10:04
5857607.0,5527,2023-10-20 15:47:05
5927950.0,5601,2023-10-23 13:52:04
7631946.0,7208,2023-11-08 18:59:05
6254854.0,5934,2023-10-28 17:49:04
5709063.0,5366,2023-10-16 17:38:04
5639478.0,5287,2023-10-14 14:16:04
5753584.0,5412,2023-10-17 17:42:04
6533399.0,6256,2023-10-31 20:18:04
7033654.0,6633,2023-11-05 23:51:04
7566417.0,7135,2023-11-08 13:41:04
5785694.0,5451,2023-10-18 17:07:04
6552271.0,6276,2023-11-01 10:32:05
5542017.0,5192,2023-10-12 13:19:04
5482102.0,5143,2023-10-11 12:38:03
6991731.0,6575,2023-11-05 13:11:04
6449163.0,6152,2023-10-29 22:29:04
7397914.0,7000,2023-11-07 22:10:06
5622683.0,5268,2023-10-13 19:57:04
6115150.0,5767,2023-10-26 19:49:05
5815506.0,5487,2023-10-19 18:39:05
6907470.0,6487,2023-11-04 12:56:05
7774212.0,7380,2023-11-09 14:39:06
5980968.0,5646,2023-10-24 19:54:04
5948817.0,5619,2023-10-23 22:25:04
8664539.0,8432,2023-11-11 17:27:05
6926192.0,6507,2023-11-04 16:57:05
6072811.0,5721,2023-10-26 00:43:04
6399381.0,6101,2023-10-29 20:24:04
7457872.0,7048,2023-11-08 01:39:05
5714519.0,5370,2023-10-16 19:14:04
5492217.0,5159,2023-10-11 17:26:04
6640110.0,6293,2023-11-01 15:25:05
5608611.0,5249,2023-10-13 13:41:04
7051707.0,6657,2023-11-06 09:48:05
6882469.0,6464,2023-11-04 07:09:05
6552560.0,6276,2023-11-01 10:36:04
5768362.0,5435,2023-10-18 10:28:04
3594258.0,3235,2023-10-07 16:01:04
6804410.0,6379,2023-11-02 23:21:04
7178359.0,6821,2023-11-07 01:32:04
5786363.0,5453,2023-10-18 18:28:04
6766764.0,6348,2023-11-02 14:33:05
5656805.0,5303,2023-10-14 18:25:04
5639478.0,5287,2023-10-14 14:01:04
7140372.0,6773,2023-11-06 20:13:06
6145010.0,5799,2023-10-27 13:09:04
6660968.0,6297,2023-11-01 16:45:05
6881510.0,6462,2023-11-04 04:29:05
6076337.0,5723,2023-10-26 04:40:04
8665086.0,8433,2023-11-11 15:26:05
5786956.0,5454,2023-10-18 18:51:04
5981321.0,5647,2023-10-24 20:44:04
6494069.0,6208,2023-10-30 17:15:05
5751136.0,5409,2023-10-17 15:33:04
7163813.0,6809,2023-11-06 23:06:05
6486737.0,6198,2023-10-30 13:09:04
6661664.0,6298,2023-11-01 17:03:06
8277993.0,8044,2023-11-10 20:47:07
5711421.0,5368,2023-10-16 18:27:04
6797334.0,6373,2023-11-02 21:41:05
8157203.0,7888,2023-11-10 18:13:05
5668858.0,5315,2023-10-15 11:47:03
5945189.0,5613,2023-10-23 21:10:04
5812795.0,5484,2023-10-19 16:52:04
7019700.0,6619,2023-11-05 20:58:04
5872888.0,5543,2023-10-21 00:23:03
5547974.0,5196,2023-10-12 14:29:04
8665086.0,8433,2023-11-11 15:59:05
6885040.0,6465,2023-11-04 07:41:05
6145722.0,5801,2023-10-27 13:21:04
5676958.0,5327,2023-10-15 20:24:04
5753584.0,5412,2023-10-17 16:49:05
6523010.0,6248,2023-10-31 15:53:05
5748447.0,5407,2023-10-17 14:45:04
7222416.0,6866,2023-11-07 12:29:05
5146780.0,5032,2023-10-10 08:49:03
6800263.0,6375,2023-11-02 22:23:05
6253805.0,5932,2023-10-28 16:50:04
5576591.0,5219,2023-10-12 20:13:04
6022946.0,5679,2023-10-25 17:05:05
7592499.0,7168,2023-11-08 15:41:06
5624933.0,5275,2023-10-13 23:19:04
6694066.0,6306,2023-11-01 19:43:04
6881968.0,6462,2023-11-04 05:09:05
5891659.0,5563,2023-10-21 21:49:04
6911829.0,6492,2023-11-04 13:40:05
6185347.0,5851,2023-10-27 21:06:05
6095236.0,5749,2023-10-26 14:48:05
5752292.0,5411,2023-10-17 16:27:05
8664539.0,8432,2023-11-11 17:18:05
6817050.0,6388,2023-11-03 08:46:06
5593886.0,5232,2023-10-13 09:41:04
8662846.0,8431,2023-11-11 05:36:05
6915976.0,6494,2023-11-04 15:04:05
7437883.0,7029,2023-11-07 23:40:05
7272114.0,6937,2023-11-07 19:22:05
6083468.0,5732,2023-10-26 10:21:05
6079665.0,5729,2023-10-26 07:42:04
6057343.0,5703,2023-10-25 20:52:06
3610031.0,3250,2023-10-07 16:20:04
5930686.0,5603,2023-10-23 14:39:04
6335507.0,6017,2023-10-29 14:13:04
6487011.0,6199,2023-10-30 13:51:04
6912861.0,6493,2023-11-04 14:41:04
6077049.0,5724,2023-10-26 06:45:04
5622683.0,5268,2023-10-13 19:52:04
6070790.0,5717,2023-10-25 23:11:04
6900930.0,6482,2023-11-04 11:49:05
8664539.0,8432,2023-11-11 17:53:05
6755347.0,6337,2023-11-02 12:50:04
6702447.0,6310,2023-11-01 20:29:04
5616746.0,5260,2023-10-13 17:29:03
5136752.0,5019,2023-10-09 23:15:03
7803249.0,7414,2023-11-09 16:57:05
5449962.0,5104,2023-10-10 23:06:04
6095932.0,5751,2023-10-26 15:37:05
7028154.0,6629,2023-11-05 22:52:05
7434918.0,7027,2023-11-07 23:33:06
7609986.0,7186,2023-11-08 17:30:06
7642496.0,7223,2023-11-08 20:00:05
6086247.0,5736,2023-10-26 10:49:05
7717257.0,7306,2023-11-09 09:25:05
5632306.0,5279,2023-10-14 10:30:04
7464335.0,7053,2023-11-08 05:08:04
6095932.0,5751,2023-10-26 15:38:04
5972547.0,5636,2023-10-24 14:37:05
5861869.0,5532,2023-10-20 17:35:05
6881510.0,6462,2023-11-04 04:34:04
5659858.0,5306,2023-10-14 19:44:03
5598696.0,5239,2023-10-13 10:57:04
6080520.0,5729,2023-10-26 07:46:04
8664728.0,8432,2023-11-11 19:47:05
5634479.0,5281,2023-10-14 11:51:04
5924643.0,5598,2023-10-23 12:41:03
6714558.0,6318,2023-11-01 22:09:04
5888393.0,5556,2023-10-21 18:36:04
6881221.0,6462,2023-11-04 01:45:04
6076048.0,5723,2023-10-26 03:31:04
7850868.0,7485,2023-11-09 20:00:05
6819749.0,6393,2023-11-03 09:51:05
5946384.0,5616,2023-10-23 21:34:04
6887796.0,6466,2023-11-04 09:20:04
7019700.0,6619,2023-11-05 20:57:04
5806833.0,5474,2023-10-19 12:41:05
5975452.0,5644,2023-10-24 18:12:04
7791276.0,7401,2023-11-09 16:00:07
7173240.0,6815,2023-11-06 23:47:04
6239343.0,5918,2023-10-28 13:49:04
6797653.0,6373,2023-11-02 21:51:04
5779931.0,5446,2023-10-18 14:08:05
8002577.0,7684,2023-11-10 11:50:05
7817137.0,7435,2023-11-09 17:50:05
8662846.0,8431,2023-11-11 04:14:05
5142936.0,5024,2023-10-10 01:29:03
5972979.0,5637,2023-10-24 15:23:04
5584608.0,5225,2023-10-12 23:32:04
5676410.0,5325,2023-10-15 19:26:04
5646892.0,5294,2023-10-14 15:39:04
7557942.0,7127,2023-11-08 13:05:05
6255497.0,5935,2023-10-28 18:07:04
5992953.0,5657,2023-10-25 11:08:04
5608930.0,5249,2023-10-13 13:43:04
5861869.0,5532,2023-10-20 17:27:05
6796588.0,6372,2023-11-02 21:15:04
5776780.0,5442,2023-10-18 12:46:04
8663929.0,8432,2023-11-11 21:17:06
6863932.0,6440,2023-11-03 18:35:04
5985736.0,5650,2023-10-24 22:14:05
5744815.0,5400,2023-10-17 13:39:04
6857498.0,6433,2023-11-03 17:22:08
7094287.0,6708,2023-11-06 15:52:06
4613428.0,4350,2023-10-08 19:33:04
6768473.0,6348,2023-11-02 14:53:04
5554308.0,5203,2023-10-12 15:15:03
7073749.0,6678,2023-11-06 12:46:05
6195658.0,5868,2023-10-27 22:26:04
4765120.0,4540,2023-10-08 21:31:04
8117395.0,7827,2023-11-10 16:28:05
6096342.0,5751,2023-10-26 15:45:04
5756544.0,5416,2023-10-17 19:21:03
5840006.0,5513,2023-10-20 12:08:04
6062659.0,5708,2023-10-25 21:24:05
7654474.0,7234,2023-11-08 20:59:06
8189771.0,7939,2023-11-10 19:33:04
5485961.0,5147,2023-10-11 14:05:05
4664028.0,4410,2023-10-08 20:06:04
5942670.0,5611,2023-10-23 18:40:03
5581402.0,5223,2023-10-12 22:20:03
6775419.0,6354,2023-11-02 15:48:05
8662846.0,8431,2023-11-11 08:05:05
6529561.0,6255,2023-10-31 19:01:06
6521681.0,6247,2023-10-31 14:06:04
7022036.0,6619,2023-11-05 20:11:05
6560601.0,6286,2023-11-01 13:24:04
6076337.0,5723,2023-10-26 03:42:04
5861958.0,5532,2023-10-20 17:37:04
5973572.0,5638,2023-10-24 15:54:04
6523010.0,6248,2023-10-31 16:45:05
5407297.0,5057,2023-10-10 15:00:04
6912325.0,6492,2023-11-04 14:14:05
5751744.0,5409,2023-10-17 15:48:04
7787861.0,7396,2023-11-09 15:34:07
7274605.0,6942,2023-11-07 19:44:05
7183654.0,6824,2023-11-07 07:07:04
5438548.0,5092,2023-10-10 21:49:04
5675196.0,5324,2023-10-15 17:21:04
6356507.0,6043,2023-10-29 16:23:04
6521256.0,6246,2023-10-31 13:32:05
6166560.0,5833,2023-10-27 20:07:04
7181927.0,6823,2023-11-07 02:14:05
6921299.0,6500,2023-11-04 16:19:04
7618261.0,7199,2023-11-08 18:17:06
6692662.0,6306,2023-11-01 19:18:05
5509546.0,5175,2023-10-11 22:46:04
6975842.0,6560,2023-11-05 11:01:04
8662846.0,8431,2023-11-11 06:01:05
5498015.0,5164,2023-10-11 18:27:04
5584289.0,5225,2023-10-12 23:03:03
5854356.0,5525,2023-10-20 14:39:04
5674043.0,5321,2023-10-15 17:01:03
7085505.0,6694,2023-11-06 14:40:05
5635648.0,5283,2023-10-14 12:44:04
6881510.0,6462,2023-11-04 04:46:04
6079576.0,5728,2023-10-26 07:23:04
7212980.0,6854,2023-11-07 10:58:06
5614125.0,5255,2023-10-13 15:46:04
7799216.0,7412,2023-11-09 16:43:06
6129900.0,5784,2023-10-27 08:27:05
6338616.0,6023,2023-10-29 14:41:05
3785212.0,3446,2023-10-07 20:31:04
5756045.0,5415,2023-10-17 17:57:04
6212776.0,5885,2023-10-28 09:11:04
6475479.0,6182,2023-10-30 00:57:05
6076980.0,5724,2023-10-26 05:43:04
5742581.0,5396,2023-10-17 11:30:05
7644035.0,7225,2023-11-08 20:07:06
5840006.0,5513,2023-10-20 12:01:06
7464424.0,7054,2023-11-08 05:20:04
6239343.0,5918,2023-10-28 13:54:05
7054454.0,6659,2023-11-06 10:22:05
5926213.0,5599,2023-10-23 13:03:04
6998186.0,6586,2023-11-05 14:35:04
5980467.0,5646,2023-10-24 19:30:04
6236853.0,5916,2023-10-28 13:29:04
6040667.0,5695,2023-10-25 19:12:04
7740394.0,7336,2023-11-09 11:22:05
7187833.0,6829,2023-11-07 08:05:05
6070622.0,5716,2023-10-25 23:03:05
5570573.0,5213,2023-10-12 18:54:03
5485961.0,5147,2023-10-11 13:58:04
5748857.0,5407,2023-10-17 14:57:05
6488239.0,6199,2023-10-30 14:30:06
7661421.0,7247,2023-11-08 21:48:05
7830853.0,7454,2023-11-09 18:35:06
5981242.0,5647,2023-10-24 20:21:04
5733185.0,5385,2023-10-16 23:16:04
7089687.0,6700,2023-11-06 15:09:06
6729037.0,6321,2023-11-01 23:38:05
5144242.0,5027,2023-10-10 05:42:04
6076048.0,5723,2023-10-26 02:50:04
5624933.0,5275,2023-10-13 22:56:03
7005465.0,6596,2023-11-05 16:24:04
5759383.0,5420,2023-10-17 20:57:04
5879104.0,5551,2023-10-21 12:58:03
6200762.0,5874,2023-10-28 02:46:04
5614125.0,5255,2023-10-13 16:03:04
7797746.0,7411,2023-11-09 16:33:06
8663922.0,8431,2023-11-11 12:41:05
6141749.0,5795,2023-10-27 11:59:04
5870911.0,5542,2023-10-20 22:44:04
6121375.0,5775,2023-10-26 21:50:05
8662846.0,8431,2023-11-11 04:42:05
6881968.0,6462,2023-11-04 06:04:04
6076048.0,5723,2023-10-26 02:59:04
5121520.0,5002,2023-10-09 20:03:04
6682404.0,6303,2023-11-01 18:04:05
5702997.0,5361,2023-10-16 15:35:03
6505853.0,6227,2023-10-30 23:28:05
5699882.0,5358,2023-10-16 13:51:04
5861869.0,5532,2023-10-20 17:33:04
6200762.0,5874,2023-10-28 03:28:04
5771857.0,5437,2023-10-18 10:39:05
7565522.0,7134,2023-11-08 13:34:04
5865462.0,5535,2023-10-20 18:29:03
8664851.0,8431,2023-11-11 09:55:04
6197799.0,5870,2023-10-27 23:46:05
5487404.0,5150,2023-10-11 14:41:05
5659692.0,5305,2023-10-14 20:33:04
6533673.0,6257,2023-10-31 20:49:04
5415902.0,5063,2023-10-10 16:52:04
7507199.0,7092,2023-11-08 10:06:05
7205925.0,6845,2023-11-07 10:06:05
6517679.0,6243,2023-10-31 12:13:05
7183654.0,6824,2023-11-07 07:27:05
5717107.0,5371,2023-10-16 19:45:03
7470501.0,7063,2023-11-08 07:21:04
8664728.0,8432,2023-11-11 21:02:04
5491458.0,5157,2023-10-11 17:17:04
6052412.0,5701,2023-10-25 20:12:04
5584608.0,5225,2023-10-12 23:31:04
6093940.0,5746,2023-10-26 14:29:05
6896878.0,6476,2023-11-04 10:34:04
5509257.0,5175,2023-10-11 22:27:04
7461367.0,7051,2023-11-08 03:04:05
5579063.0,5222,2023-10-12 21:12:04
5671427.0,5317,2023-10-15 13:35:04
7652487.0,7233,2023-11-08 20:35:06
7106275.0,6728,2023-11-06 17:10:05
6749807.0,6332,2023-11-02 11:08:04
6869400.0,6445,2023-11-03 20:14:04
5479183.0,5136,2023-10-11 11:11:04
3611000.0,3252,2023-10-07 16:22:03
6729395.0,6321,2023-11-01 23:50:05
6788892.0,6362,2023-11-02 19:22:04
5874746.0,5544,2023-10-21 01:40:03
5805938.0,5473,2023-10-19 11:21:04
7008200.0,6599,2023-11-05 16:59:05
8665086.0,8433,2023-11-11 16:05:05
5807396.0,5475,2023-10-19 12:50:05
6493716.0,6207,2023-10-30 17:00:05
7772804.0,7378,2023-11-09 14:36:05
5418413.0,5069,2023-10-10 19:31:05
5437955.0,5091,2023-10-10 21:42:04
5884880.0,5554,2023-10-21 14:51:04
8665086.0,8433,2023-11-11 13:25:05
6202013.0,5875,2023-10-28 06:48:04
5615309.0,5256,2023-10-13 16:26:03
5736568.0,5389,2023-10-17 01:04:04
6489169.0,6201,2023-10-30 15:10:05
5790481.0,5455,2023-10-18 19:54:03
6232904.0,5911,2023-10-28 13:04:04
5890451.0,5559,2023-10-21 19:03:04
7026333.0,6626,2023-11-05 22:19:04
6503479.0,6225,2023-10-30 22:23:06
6262304.0,5938,2023-10-28 19:16:04
5779931.0,5446,2023-10-18 14:58:04
5604664.0,5244,2023-10-13 11:46:04
7036039.0,6637,2023-11-06 01:03:05
5405730.0,5055,2023-10-10 14:37:04
6787369.0,6361,2023-11-02 18:31:05
3696446.0,3344,2023-10-07 18:15:04
5675196.0,5324,2023-10-15 18:34:03
6000087.0,5662,2023-10-25 12:49:04
6015885.0,5674,2023-10-25 15:48:06
6249655.0,5928,2023-10-28 15:41:05
6123111.0,5775,2023-10-26 23:02:04
5143924.0,5026,2023-10-10 04:27:04
6912861.0,6493,2023-11-04 14:33:05
6879575.0,6460,2023-11-04 00:41:05
7001606.0,6593,2023-11-05 15:32:04
6868058.0,6444,2023-11-03 19:59:04
5890849.0,5560,2023-10-21 19:52:04
6071364.0,5719,2023-10-26 00:06:04
6846103.0,6419,2023-11-03 14:32:07
6524063.0,6250,2023-10-31 17:14:06
8665309.0,8432,2023-11-11 01:04:04
7766229.0,7368,2023-11-09 14:00:06
5920276.0,5591,2023-10-22 23:44:04
5650243.0,5297,2023-10-14 16:48:04
5979931.0,5646,2023-10-24 19:21:05
5840601.0,5513,2023-10-20 12:31:04
5724140.0,5377,2023-10-16 21:08:04
